	 Testing Card: salvager 
ERROR: NumActions Expected: 290	 Result: 291
ERROR: NumActions Expected: 176	 Result: 177
ERROR: NumActions Expected: 290	 Result: 291
ERROR: NumActions Expected: 0	 Result: 1
ERROR: NumActions Expected: 411	 Result: 412
ERROR: NumActions Expected: 138	 Result: 139
ERROR: NumActions Expected: 474	 Result: 475
ERROR: NumActions Expected: 305	 Result: 306
ERROR: NumActions Expected: 258	 Result: 259
ERROR: NumActions Expected: 427	 Result: 428
ERROR: NumActions Expected: 352	 Result: 353
ERROR: NumActions Expected: 226	 Result: 227
ERROR: NumActions Expected: 201	 Result: 202
ERROR: NumActions Expected: 31	 Result: 32
ERROR: NumActions Expected: 360	 Result: 361
ERROR: NumActions Expected: 111	 Result: 112
ERROR: NumActions Expected: 477	 Result: 478
ERROR: NumActions Expected: 439	 Result: 440
ERROR: NumActions Expected: 465	 Result: 466
ERROR: NumActions Expected: 314	 Result: 315
ERROR: NumActions Expected: 326	 Result: 327
ERROR: NumActions Expected: 273	 Result: 274
ERROR: NumActions Expected: 256	 Result: 257
ERROR: NumActions Expected: 164	 Result: 165
ERROR: NumActions Expected: 309	 Result: 310
ERROR: NumActions Expected: 58	 Result: 59
ERROR: NumActions Expected: 5	 Result: 6
ERROR: NumActions Expected: 400	 Result: 401
ERROR: NumActions Expected: 307	 Result: 308
ERROR: NumActions Expected: 236	 Result: 237
ERROR: NumActions Expected: 11	 Result: 12
ERROR: NumActions Expected: 2	 Result: 3
ERROR: NumActions Expected: 232	 Result: 233
ERROR: NumActions Expected: 254	 Result: 255
ERROR: NumActions Expected: 354	 Result: 355
ERROR: NumActions Expected: 494	 Result: 495
ERROR: NumActions Expected: 137	 Result: 138
ERROR: NumActions Expected: 270	 Result: 271
ERROR: NumActions Expected: 368	 Result: 369
ERROR: NumActions Expected: 3	 Result: 4
ERROR: NumActions Expected: 467	 Result: 468
ERROR: NumActions Expected: 122	 Result: 123
ERROR: NumActions Expected: 201	 Result: 202
ERROR: NumActions Expected: 73	 Result: 74
ERROR: NumActions Expected: 215	 Result: 216
ERROR: NumActions Expected: 0	 Result: 1
ERROR: NumActions Expected: 388	 Result: 389
ERROR: NumActions Expected: 82	 Result: 83
ERROR: NumActions Expected: 242	 Result: 243
ERROR: NumActions Expected: 86	 Result: 87
ERROR: NumActions Expected: 218	 Result: 219
ERROR: NumActions Expected: 63	 Result: 64
ERROR: NumActions Expected: 84	 Result: 85
ERROR: NumActions Expected: 429	 Result: 430
ERROR: NumActions Expected: 375	 Result: 376
ERROR: NumActions Expected: 225	 Result: 226
ERROR: NumActions Expected: 137	 Result: 138
ERROR: NumActions Expected: 206	 Result: 207
ERROR: NumActions Expected: 8	 Result: 9
ERROR: NumActions Expected: 43	 Result: 44
ERROR: NumActions Expected: 472	 Result: 473
ERROR: NumActions Expected: 262	 Result: 263
ERROR: NumActions Expected: 187	 Result: 188
ERROR: NumActions Expected: 342	 Result: 343
ERROR: NumActions Expected: 161	 Result: 162
ERROR: NumActions Expected: 299	 Result: 300
ERROR: NumActions Expected: 2	 Result: 3
ERROR: NumActions Expected: 44	 Result: 45
ERROR: NumActions Expected: 89	 Result: 90
ERROR: NumActions Expected: -1	 Result: 0
ERROR: NumActions Expected: 12	 Result: 13
ERROR: NumActions Expected: 481	 Result: 482
ERROR: NumActions Expected: 201	 Result: 202
ERROR: NumActions Expected: 149	 Result: 150
ERROR: NumActions Expected: 196	 Result: 197
ERROR: NumActions Expected: 415	 Result: 416
ERROR: NumActions Expected: 386	 Result: 387
ERROR: NumActions Expected: 272	 Result: 273
ERROR: NumActions Expected: 395	 Result: 396
ERROR: NumActions Expected: 272	 Result: 273
ERROR: NumActions Expected: 263	 Result: 264
ERROR: NumActions Expected: 128	 Result: 129
ERROR: NumActions Expected: 21	 Result: 22
ERROR: NumActions Expected: 257	 Result: 258
ERROR: NumActions Expected: 400	 Result: 401
ERROR: NumActions Expected: 63	 Result: 64
ERROR: NumActions Expected: 251	 Result: 252
ERROR: NumActions Expected: 192	 Result: 193
ERROR: NumActions Expected: 74	 Result: 75
ERROR: NumActions Expected: 461	 Result: 462
ERROR: NumActions Expected: 376	 Result: 377
ERROR: NumActions Expected: 253	 Result: 254
ERROR: NumActions Expected: 314	 Result: 315
ERROR: NumActions Expected: 143	 Result: 144
ERROR: NumActions Expected: 330	 Result: 331
ERROR: NumActions Expected: 370	 Result: 371
ERROR: NumActions Expected: 399	 Result: 400
ERROR: NumActions Expected: 115	 Result: 116
ERROR: NumActions Expected: 371	 Result: 372
ERROR: NumActions Expected: 160	 Result: 161
ERROR: NumActions Expected: 376	 Result: 377
ERROR: NumActions Expected: 261	 Result: 262
ERROR: NumActions Expected: 429	 Result: 430
ERROR: NumActions Expected: 449	 Result: 450
ERROR: NumActions Expected: 204	 Result: 205
ERROR: NumActions Expected: 309	 Result: 310
ERROR: NumActions Expected: 228	 Result: 229
ERROR: NumActions Expected: 93	 Result: 94
ERROR: NumActions Expected: 185	 Result: 186
ERROR: NumActions Expected: 100	 Result: 101
ERROR: NumActions Expected: 481	 Result: 482
ERROR: NumActions Expected: 172	 Result: 173
ERROR: NumActions Expected: 249	 Result: 250
ERROR: NumActions Expected: 115	 Result: 116
ERROR: NumActions Expected: 296	 Result: 297
ERROR: NumActions Expected: 303	 Result: 304
ERROR: NumActions Expected: 294	 Result: 295
ERROR: NumActions Expected: 423	 Result: 424
ERROR: NumActions Expected: 384	 Result: 385
ERROR: NumActions Expected: 189	 Result: 190
ERROR: NumActions Expected: 104	 Result: 105
ERROR: NumActions Expected: 171	 Result: 172
ERROR: NumActions Expected: 61	 Result: 62
ERROR: NumActions Expected: 322	 Result: 323
ERROR: NumActions Expected: 109	 Result: 110
ERROR: NumActions Expected: 375	 Result: 376
ERROR: NumActions Expected: 364	 Result: 365
ERROR: NumActions Expected: 74	 Result: 75
ERROR: NumActions Expected: 433	 Result: 434
ERROR: NumActions Expected: 277	 Result: 278
ERROR: NumActions Expected: 396	 Result: 397
ERROR: NumActions Expected: 152	 Result: 153
ERROR: NumActions Expected: 338	 Result: 339
ERROR: NumActions Expected: 229	 Result: 230
ERROR: NumActions Expected: 328	 Result: 329
ERROR: NumActions Expected: 283	 Result: 284
ERROR: NumActions Expected: 342	 Result: 343
ERROR: NumActions Expected: 219	 Result: 220
ERROR: NumActions Expected: 137	 Result: 138
ERROR: NumActions Expected: 266	 Result: 267
ERROR: NumActions Expected: 461	 Result: 462
ERROR: NumActions Expected: 346	 Result: 347
ERROR: NumActions Expected: 64	 Result: 65
ERROR: NumActions Expected: 186	 Result: 187
ERROR: NumActions Expected: 478	 Result: 479
ERROR: NumActions Expected: 458	 Result: 459
ERROR: NumActions Expected: 392	 Result: 393
ERROR: NumActions Expected: 0	 Result: 1
ERROR: NumActions Expected: 204	 Result: 205
ERROR: NumActions Expected: 255	 Result: 256
ERROR: NumActions Expected: 81	 Result: 82
ERROR: NumActions Expected: 375	 Result: 376
ERROR: NumActions Expected: 453	 Result: 454
ERROR: NumActions Expected: 155	 Result: 156
ERROR: NumActions Expected: 382	 Result: 383
ERROR: NumActions Expected: 240	 Result: 241
ERROR: NumActions Expected: 349	 Result: 350
ERROR: NumActions Expected: 269	 Result: 270
ERROR: NumActions Expected: 289	 Result: 290
ERROR: NumActions Expected: 117	 Result: 118
ERROR: NumActions Expected: 289	 Result: 290
ERROR: NumActions Expected: 20	 Result: 21
ERROR: NumActions Expected: 382	 Result: 383
ERROR: NumActions Expected: 267	 Result: 268
ERROR: NumActions Expected: 193	 Result: 194
ERROR: NumActions Expected: 339	 Result: 340
ERROR: NumActions Expected: 411	 Result: 412
ERROR: NumActions Expected: 4	 Result: 5
ERROR: NumActions Expected: 180	 Result: 181
ERROR: NumActions Expected: 100	 Result: 101
ERROR: NumActions Expected: 1	 Result: 2
ERROR: NumActions Expected: 29	 Result: 30
ERROR: NumActions Expected: 317	 Result: 318
ERROR: NumActions Expected: 433	 Result: 434
ERROR: NumActions Expected: 309	 Result: 310
ERROR: NumActions Expected: 437	 Result: 438
ERROR: NumActions Expected: 225	 Result: 226
ERROR: NumActions Expected: 247	 Result: 248
ERROR: NumActions Expected: 247	 Result: 248
ERROR: NumActions Expected: 356	 Result: 357
ERROR: NumActions Expected: 52	 Result: 53
ERROR: NumActions Expected: 219	 Result: 220
ERROR: NumActions Expected: 458	 Result: 459
ERROR: NumActions Expected: 292	 Result: 293
ERROR: NumActions Expected: 158	 Result: 159
ERROR: NumActions Expected: 39	 Result: 40
ERROR: NumActions Expected: 263	 Result: 264
ERROR: NumActions Expected: 478	 Result: 479
ERROR: NumActions Expected: 251	 Result: 252
ERROR: NumActions Expected: 458	 Result: 459
ERROR: NumActions Expected: 463	 Result: 464
ERROR: NumActions Expected: 243	 Result: 244
ERROR: NumActions Expected: 108	 Result: 109
ERROR: NumActions Expected: 123	 Result: 124
ERROR: NumActions Expected: 201	 Result: 202
ERROR: NumActions Expected: 296	 Result: 297
ERROR: NumActions Expected: 452	 Result: 453
ERROR: NumActions Expected: 130	 Result: 131
ERROR: NumActions Expected: 465	 Result: 466
ERROR: NumActions Expected: 203	 Result: 204
ERROR: NumActions Expected: 443	 Result: 444
ERROR: NumActions Expected: 424	 Result: 425
ERROR: NumActions Expected: 16	 Result: 17
ERROR: NumActions Expected: 131	 Result: 132
ERROR: NumActions Expected: 18	 Result: 19
ERROR: NumActions Expected: 46	 Result: 47
ERROR: NumActions Expected: 429	 Result: 430
ERROR: NumActions Expected: 356	 Result: 357
ERROR: NumActions Expected: 181	 Result: 182
ERROR: NumActions Expected: 209	 Result: 210
ERROR: NumActions Expected: 430	 Result: 431
ERROR: NumActions Expected: 62	 Result: 63
ERROR: NumActions Expected: 69	 Result: 70
ERROR: NumActions Expected: 449	 Result: 450
ERROR: NumActions Expected: 199	 Result: 200
ERROR: NumActions Expected: 123	 Result: 124
ERROR: NumActions Expected: 469	 Result: 470
ERROR: NumActions Expected: 177	 Result: 178
ERROR: NumActions Expected: 309	 Result: 310
ERROR: NumActions Expected: 131	 Result: 132
ERROR: NumActions Expected: 429	 Result: 430
ERROR: NumActions Expected: 34	 Result: 35
ERROR: NumActions Expected: 123	 Result: 124
ERROR: NumActions Expected: 163	 Result: 164
ERROR: NumActions Expected: 425	 Result: 426
ERROR: NumActions Expected: 121	 Result: 122
ERROR: NumActions Expected: 169	 Result: 170
ERROR: NumActions Expected: 381	 Result: 382
ERROR: NumActions Expected: 484	 Result: 485
ERROR: NumActions Expected: 428	 Result: 429
ERROR: NumActions Expected: 171	 Result: 172
ERROR: NumActions Expected: 200	 Result: 201
ERROR: NumActions Expected: 29	 Result: 30
ERROR: NumActions Expected: 31	 Result: 32
ERROR: NumActions Expected: 51	 Result: 52
ERROR: NumActions Expected: 315	 Result: 316
ERROR: NumActions Expected: 114	 Result: 115
ERROR: NumActions Expected: 132	 Result: 133
ERROR: NumActions Expected: 353	 Result: 354
ERROR: NumActions Expected: 55	 Result: 56
ERROR: NumActions Expected: 209	 Result: 210
ERROR: NumActions Expected: 104	 Result: 105
ERROR: NumActions Expected: 410	 Result: 411
ERROR: NumActions Expected: 1	 Result: 2
ERROR: NumActions Expected: 462	 Result: 463
ERROR: NumActions Expected: 375	 Result: 376
ERROR: NumActions Expected: 266	 Result: 267
ERROR: NumActions Expected: 143	 Result: 144
ERROR: NumActions Expected: 107	 Result: 108
ERROR: NumActions Expected: 94	 Result: 95
ERROR: NumActions Expected: 18	 Result: 19
ERROR: NumActions Expected: 81	 Result: 82
ERROR: NumActions Expected: 259	 Result: 260
ERROR: NumActions Expected: 314	 Result: 315
ERROR: NumActions Expected: 445	 Result: 446
ERROR: NumActions Expected: 83	 Result: 84
ERROR: NumActions Expected: 38	 Result: 39
ERROR: NumActions Expected: 355	 Result: 356
ERROR: NumActions Expected: 239	 Result: 240
ERROR: NumActions Expected: 195	 Result: 196
ERROR: NumActions Expected: 252	 Result: 253
ERROR: NumActions Expected: 165	 Result: 166
ERROR: NumActions Expected: 353	 Result: 354
ERROR: NumActions Expected: 241	 Result: 242
ERROR: NumActions Expected: 336	 Result: 337
ERROR: NumActions Expected: 445	 Result: 446
ERROR: NumActions Expected: 59	 Result: 60
ERROR: NumActions Expected: 231	 Result: 232
ERROR: NumActions Expected: 28	 Result: 29
ERROR: NumActions Expected: 290	 Result: 291
ERROR: NumActions Expected: 154	 Result: 155
ERROR: NumActions Expected: 229	 Result: 230
ERROR: NumActions Expected: 309	 Result: 310
ERROR: NumActions Expected: 453	 Result: 454
ERROR: NumActions Expected: 122	 Result: 123
ERROR: NumActions Expected: 205	 Result: 206
ERROR: NumActions Expected: 171	 Result: 172
ERROR: NumActions Expected: 348	 Result: 349
ERROR: NumActions Expected: 159	 Result: 160
ERROR: NumActions Expected: 62	 Result: 63
ERROR: NumActions Expected: 111	 Result: 112
ERROR: NumActions Expected: 14	 Result: 15
ERROR: NumActions Expected: 200	 Result: 201
ERROR: NumActions Expected: 244	 Result: 245
ERROR: NumActions Expected: 133	 Result: 134
ERROR: NumActions Expected: 108	 Result: 109
ERROR: NumActions Expected: 51	 Result: 52
ERROR: NumActions Expected: 41	 Result: 42
ERROR: NumActions Expected: 140	 Result: 141
ERROR: NumActions Expected: 91	 Result: 92
ERROR: NumActions Expected: 39	 Result: 40
ERROR: NumActions Expected: 287	 Result: 288
ERROR: NumActions Expected: 21	 Result: 22
ERROR: NumActions Expected: 77	 Result: 78
ERROR: NumActions Expected: 246	 Result: 247
ERROR: NumActions Expected: 19	 Result: 20
ERROR: NumActions Expected: 308	 Result: 309
ERROR: NumActions Expected: 383	 Result: 384
ERROR: NumActions Expected: 339	 Result: 340
ERROR: NumActions Expected: 216	 Result: 217
ERROR: NumActions Expected: 89	 Result: 90
ERROR: NumActions Expected: 319	 Result: 320
ERROR: NumActions Expected: 330	 Result: 331
ERROR: NumActions Expected: 283	 Result: 284
ERROR: NumActions Expected: 11	 Result: 12
ERROR: NumActions Expected: 42	 Result: 43
ERROR: NumActions Expected: 331	 Result: 332
ERROR: NumActions Expected: 298	 Result: 299
ERROR: NumActions Expected: 311	 Result: 312
ERROR: NumActions Expected: 484	 Result: 485
ERROR: NumActions Expected: 358	 Result: 359
ERROR: NumActions Expected: 491	 Result: 492
ERROR: NumActions Expected: 44	 Result: 45
ERROR: NumActions Expected: 428	 Result: 429
ERROR: NumActions Expected: 111	 Result: 112
ERROR: NumActions Expected: 357	 Result: 358
ERROR: NumActions Expected: 249	 Result: 250
ERROR: NumActions Expected: 18	 Result: 19
ERROR: NumActions Expected: 276	 Result: 277
ERROR: NumActions Expected: 409	 Result: 410
ERROR: NumActions Expected: 39	 Result: 40
ERROR: NumActions Expected: 107	 Result: 108
ERROR: NumActions Expected: 232	 Result: 233
ERROR: NumActions Expected: 454	 Result: 455
ERROR: NumActions Expected: 140	 Result: 141
ERROR: NumActions Expected: 52	 Result: 53
ERROR: NumActions Expected: 310	 Result: 311
ERROR: NumActions Expected: 306	 Result: 307
ERROR: NumActions Expected: 207	 Result: 208
ERROR: NumActions Expected: 324	 Result: 325
ERROR: NumActions Expected: 425	 Result: 426
ERROR: NumActions Expected: 289	 Result: 290
ERROR: NumActions Expected: 284	 Result: 285
ERROR: NumActions Expected: 62	 Result: 63
ERROR: NumActions Expected: 250	 Result: 251
ERROR: NumActions Expected: 114	 Result: 115
ERROR: NumActions Expected: 297	 Result: 298
ERROR: NumActions Expected: 352	 Result: 353
ERROR: NumActions Expected: 281	 Result: 282
ERROR: NumActions Expected: 278	 Result: 279
ERROR: NumActions Expected: 181	 Result: 182
ERROR: NumActions Expected: 160	 Result: 161
ERROR: NumActions Expected: 461	 Result: 462
ERROR: NumActions Expected: 342	 Result: 343
ERROR: NumActions Expected: 418	 Result: 419
ERROR: NumActions Expected: 382	 Result: 383
ERROR: NumActions Expected: 135	 Result: 136
ERROR: NumActions Expected: 399	 Result: 400
ERROR: NumActions Expected: 92	 Result: 93
ERROR: NumActions Expected: 419	 Result: 420
ERROR: NumActions Expected: 20	 Result: 21
ERROR: NumActions Expected: 320	 Result: 321
ERROR: NumActions Expected: 329	 Result: 330
ERROR: NumActions Expected: 29	 Result: 30
ERROR: NumActions Expected: 348	 Result: 349
ERROR: NumActions Expected: 222	 Result: 223
ERROR: NumActions Expected: 406	 Result: 407
ERROR: NumActions Expected: 367	 Result: 368
ERROR: NumActions Expected: 461	 Result: 462
ERROR: NumActions Expected: 29	 Result: 30
ERROR: NumActions Expected: 445	 Result: 446
ERROR: NumActions Expected: 484	 Result: 485
ERROR: NumActions Expected: 282	 Result: 283
ERROR: NumActions Expected: 298	 Result: 299
ERROR: NumActions Expected: 494	 Result: 495
ERROR: NumActions Expected: 148	 Result: 149
ERROR: NumActions Expected: 2	 Result: 3
ERROR: NumActions Expected: 183	 Result: 184
ERROR: NumActions Expected: 74	 Result: 75
ERROR: NumActions Expected: 226	 Result: 227
ERROR: NumActions Expected: 133	 Result: 134
ERROR: NumActions Expected: 17	 Result: 18
ERROR: NumActions Expected: 219	 Result: 220
ERROR: NumActions Expected: 462	 Result: 463
ERROR: NumActions Expected: 363	 Result: 364
ERROR: NumActions Expected: 56	 Result: 57
ERROR: NumActions Expected: 474	 Result: 475
ERROR: NumActions Expected: 201	 Result: 202
ERROR: NumActions Expected: 39	 Result: 40
ERROR: NumActions Expected: 489	 Result: 490
ERROR: NumActions Expected: 402	 Result: 403
ERROR: NumActions Expected: 30	 Result: 31
ERROR: NumActions Expected: 279	 Result: 280
ERROR: NumActions Expected: 382	 Result: 383
ERROR: NumActions Expected: 140	 Result: 141
ERROR: NumActions Expected: 229	 Result: 230
ERROR: NumActions Expected: 105	 Result: 106
ERROR: NumActions Expected: 118	 Result: 119
ERROR: NumActions Expected: 353	 Result: 354
ERROR: NumActions Expected: 9	 Result: 10
ERROR: NumActions Expected: 378	 Result: 379
ERROR: NumActions Expected: 75	 Result: 76
ERROR: NumActions Expected: 219	 Result: 220
ERROR: NumActions Expected: 411	 Result: 412
ERROR: NumActions Expected: 233	 Result: 234
ERROR: NumActions Expected: 206	 Result: 207
ERROR: NumActions Expected: 252	 Result: 253
ERROR: NumActions Expected: 89	 Result: 90
ERROR: NumActions Expected: 398	 Result: 399
ERROR: NumActions Expected: 79	 Result: 80
ERROR: NumActions Expected: 395	 Result: 396
ERROR: NumActions Expected: 490	 Result: 491
ERROR: NumActions Expected: 30	 Result: 31
